Age,Gender,Nationality,City,City_Tier,Marital_Status,Education,Employment_Status,Monthly_Income_AED,Has_Credit_Card,Has_Loyalty_Card,Shopping_Frequency,Preferred_Channel,Preferred_Category,Avg_Monthly_Purchases,Avg_Basket_Size_AED,Returns_Per_Year,Discount_Seeker,Social_Media_Hours_Daily,Primary_Social_Platform,Responds_To_Influencer_Ads,Clicks_Email_Campaigns,App_Sessions_Per_Week,Last_Online_Purchase_Days,Brand_Loyalty_Score,NPS_Score,Customer_Tenure_Months,Support_Tickets_Last_Year,Referrals_Made,Shops_During_Ramadan,Shops_During_DSF,Prefers_Arabic_Content,Uses_Buy_Now_Pay_Later,Will_Buy,Max_Spend
23,Male,Indian,Dubai,Tier 1,Married,Masters,Employed Full-Time,20319,1,1,Monthly,Both,Beauty,15,2494,5,1,4.2,TikTok,1,1,6,13,5,1,66,2,5,1,1,1,0,1,8965
56,Female,Pakistani,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,4552,1,0,Bi-Weekly,Both,Luxury,7,367,5,0,7.4,Instagram,1,1,18,49,5,8,115,0,0,1,0,0,0,0,1545
63,Male,Indian,Dubai,Tier 1,Married,High School,Student,4208,1,1,Monthly,Online,Home and Living,11,1860,8,1,4.5,Snapchat,1,0,26,76,1,1,98,6,0,1,0,1,0,0,1884
41,Male,American,Abu Dhabi,Tier 1,Divorced,Bachelors,Self-Employed,8211,1,0,Weekly,In-Store,Food and Dining,19,2977,0,0,5.1,LinkedIn,1,0,7,9,10,4,88,2,0,1,1,0,0,0,7000
28,Female,Lebanese,Abu Dhabi,Tier 1,Single,Bachelors,Self-Employed,12823,1,0,Bi-Weekly,In-Store,Groceries,11,907,4,0,2.5,Snapchat,1,0,7,59,2,5,62,3,6,1,0,0,0,0,3856
30,Female,Jordanian,Dubai,Tier 1,Single,Diploma,Self-Employed,20653,1,0,Weekly,Online,Electronics,1,2770,9,0,7.0,Twitter X,0,0,4,116,1,2,19,5,4,1,1,0,0,0,10495
51,Male,Other,Dubai,Tier 1,Married,PhD,Employed Full-Time,46006,1,1,Bi-Weekly,In-Store,Luxury,13,726,0,1,0.7,Snapchat,0,0,10,3,2,10,2,6,8,1,0,0,1,1,4183
42,Female,Lebanese,Dubai,Tier 1,Single,PhD,Employed Full-Time,42380,1,0,Rarely,In-Store,Sports,13,428,5,1,4.7,Facebook,1,0,1,11,9,2,70,6,2,1,0,1,1,1,9173
24,Female,Egyptian,Ajman,Tier 3,Single,Masters,Self-Employed,12566,0,0,Weekly,Online,Beauty,2,266,8,0,3.4,TikTok,0,0,17,5,9,5,55,3,5,1,1,0,0,1,2613
21,Female,Indian,Dubai,Tier 1,Married,Bachelors,Self-Employed,18344,0,0,Monthly,Online,Groceries,17,2946,3,0,5.0,YouTube,0,0,20,163,5,4,79,5,6,0,0,0,0,0,10305
25,Male,Filipino,Sharjah,Tier 2,Divorced,PhD,Employed Part-Time,28903,1,1,Weekly,Online,Fashion,19,2012,9,1,3.2,Snapchat,0,1,3,113,4,4,57,1,2,0,0,1,1,1,11573
37,Female,Emirati,Fujairah,Tier 3,Married,Diploma,Employed Full-Time,4629,1,1,Weekly,Online,Beauty,15,917,9,0,5.9,Snapchat,0,0,11,152,2,4,11,7,8,1,1,0,1,0,3063
46,Male,American,Sharjah,Tier 2,Single,Bachelors,Employed Part-Time,11007,1,1,Weekly,Online,Home and Living,19,483,8,0,0.7,Snapchat,1,0,3,82,6,8,16,1,1,1,0,0,1,0,2133
62,Male,Pakistani,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,20186,1,1,Weekly,Online,Home and Living,10,805,2,1,3.5,TikTok,0,1,4,125,9,7,116,5,6,1,0,1,1,1,5627
63,Male,Emirati,Ajman,Tier 3,Single,Bachelors,Employed Full-Time,9943,0,0,Weekly,Online,Groceries,10,1357,6,1,6.7,Instagram,0,1,16,134,8,3,85,4,9,0,0,1,0,0,3982
27,Male,Emirati,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,20858,0,1,Weekly,Both,Beauty,9,1556,4,1,2.4,Instagram,1,1,22,86,10,5,62,2,3,0,0,0,1,1,5402
60,Female,Indian,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,8080,0,0,Monthly,Both,Electronics,19,2804,9,1,0.9,Facebook,0,1,18,42,4,4,27,2,8,1,1,1,1,1,4870
51,Male,Filipino,Ajman,Tier 3,Married,PhD,Employed Full-Time,38580,0,1,Daily,In-Store,Sports,11,1340,0,1,4.2,TikTok,0,0,9,43,6,10,22,0,6,0,1,1,0,1,8343
43,Male,Pakistani,Abu Dhabi,Tier 1,Single,PhD,Employed Full-Time,26522,1,1,Weekly,Both,Sports,6,1989,6,0,7.8,TikTok,1,1,13,142,9,5,3,5,7,1,1,0,0,1,13488
58,Female,Egyptian,Dubai,Tier 1,Married,Bachelors,Self-Employed,15274,0,1,Weekly,Online,Electronics,2,648,7,1,1.0,YouTube,1,1,14,25,10,10,3,6,9,1,1,0,0,1,7688
20,Male,Pakistani,Dubai,Tier 1,Single,Bachelors,Employed Part-Time,8708,0,0,Monthly,In-Store,Fashion,10,285,5,1,1.0,Snapchat,0,0,25,18,10,7,115,1,2,1,0,0,0,1,4795
23,Male,Egyptian,Dubai,Tier 1,Single,Masters,Employed Full-Time,29004,1,1,Weekly,Online,Electronics,15,1833,0,1,5.0,Instagram,0,0,13,152,4,5,21,5,5,1,1,0,0,0,10074
22,Male,Indian,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,10964,1,1,Rarely,Both,Food and Dining,5,149,8,0,2.4,Twitter X,0,0,15,106,9,5,43,3,3,0,1,0,0,0,3045
22,Male,Indian,Dubai,Tier 1,Single,Bachelors,Unemployed,570,1,0,Weekly,Online,Home and Living,18,2836,6,1,3.6,Instagram,0,1,7,1,8,1,70,0,3,0,1,0,0,1,4377
64,Male,Filipino,Fujairah,Tier 3,Married,Masters,Employed Full-Time,12673,1,1,Weekly,Online,Beauty,7,2216,5,0,6.7,Snapchat,1,0,8,15,3,6,89,3,1,0,1,0,0,1,5274
40,Female,Pakistani,Ras Al Khaimah,Tier 3,Married,PhD,Employed Full-Time,16363,0,0,Weekly,Online,Beauty,3,1427,3,1,2.0,Snapchat,1,0,7,34,9,2,105,0,9,1,1,1,0,0,6080
26,Male,Emirati,Ajman,Tier 3,Divorced,PhD,Employed Part-Time,31691,0,0,Weekly,Both,Food and Dining,16,2805,2,1,5.9,Instagram,0,0,10,2,5,6,37,1,8,1,1,0,1,1,14251
52,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,24228,0,1,Monthly,Online,Home and Living,17,2185,3,0,4.3,Instagram,0,0,11,164,1,4,94,2,0,1,1,0,0,1,6962
37,Female,Emirati,Sharjah,Tier 2,Married,Bachelors,Employed Part-Time,14607,1,0,Bi-Weekly,Online,Fashion,2,2133,0,1,7.3,Instagram,0,1,13,151,8,3,56,5,0,1,0,1,0,0,3571
59,Female,Filipino,Ajman,Tier 3,Married,PhD,Employed Part-Time,32648,0,0,Weekly,Online,Groceries,16,363,8,0,7.8,Instagram,0,0,17,152,5,9,39,2,6,1,1,1,0,1,11597
52,Male,Pakistani,Ajman,Tier 3,Single,High School,Unemployed,637,1,1,Daily,Both,Luxury,1,600,1,0,4.1,Instagram,0,0,22,110,5,0,20,1,9,0,0,0,0,1,1057
35,Female,Egyptian,Dubai,Tier 1,Married,Masters,Student,1747,1,0,Weekly,In-Store,Groceries,14,2524,1,1,4.9,YouTube,1,0,11,160,2,7,65,5,6,1,1,0,1,1,5540
34,Male,Lebanese,Dubai,Tier 1,Married,High School,Student,3833,0,0,Rarely,In-Store,Fashion,16,566,2,0,6.1,TikTok,1,1,3,51,9,1,35,6,3,0,1,1,1,0,2578
41,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,24494,0,0,Monthly,In-Store,Food and Dining,9,2061,0,0,2.9,LinkedIn,1,0,12,46,6,9,43,3,7,1,1,0,0,0,7022
20,Male,Other,Abu Dhabi,Tier 1,Married,Bachelors,Student,3073,0,1,Bi-Weekly,In-Store,Food and Dining,17,2750,9,0,2.2,Snapchat,0,0,20,141,10,7,90,4,4,0,0,0,0,1,3979
49,Male,Filipino,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12195,1,1,Bi-Weekly,Online,Food and Dining,8,58,2,1,7.7,Facebook,0,0,26,97,3,6,21,4,5,0,0,0,1,1,2636
52,Female,Egyptian,Ajman,Tier 3,Single,PhD,Employed Part-Time,33405,0,0,Rarely,Online,Electronics,9,106,3,1,3.7,Instagram,1,0,15,106,7,2,10,1,3,1,1,0,0,1,5610
55,Male,British,Dubai,Tier 1,Single,High School,Self-Employed,17680,0,1,Bi-Weekly,Both,Fashion,2,2380,8,0,0.5,Instagram,0,0,9,14,2,10,45,6,2,1,1,1,1,0,11091
30,Female,Egyptian,Dubai,Tier 1,Married,PhD,Employed Full-Time,18302,1,0,Monthly,Both,Groceries,13,510,4,0,6.8,Snapchat,0,0,20,17,7,6,93,0,1,0,1,0,1,1,2628
64,Male,Filipino,Dubai,Tier 1,Married,Masters,Employed Part-Time,17587,0,0,Bi-Weekly,Both,Luxury,1,1432,5,1,5.0,LinkedIn,0,0,10,122,2,0,3,2,7,0,0,1,0,0,5575
42,Female,Pakistani,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,13352,1,1,Weekly,Both,Sports,7,2061,0,1,1.8,Instagram,1,0,24,144,5,4,43,3,4,1,0,1,0,1,6317
26,Female,Emirati,Dubai,Tier 1,Single,Masters,Employed Full-Time,10299,1,1,Monthly,In-Store,Travel,18,2691,2,1,0.7,Snapchat,1,1,11,160,10,1,52,7,9,1,1,0,0,1,6531
21,Female,Emirati,Abu Dhabi,Tier 1,Single,Bachelors,Student,2877,0,0,Bi-Weekly,Both,Food and Dining,5,979,6,0,2.7,Instagram,0,1,17,107,10,1,41,4,5,1,1,0,0,0,4133
31,Male,Indian,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,22590,1,1,Monthly,Both,Luxury,7,2162,6,1,7.5,TikTok,0,0,1,12,9,2,107,2,5,1,1,0,0,1,6911
54,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,9335,1,1,Weekly,Online,Fashion,12,904,9,1,7.5,Snapchat,0,1,18,131,9,6,41,1,3,0,0,1,0,0,3463
51,Male,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,10260,0,0,Bi-Weekly,Online,Fashion,17,2899,0,0,2.8,Facebook,0,0,4,75,6,1,77,7,8,1,1,1,1,1,5474
28,Female,Indian,Dubai,Tier 1,Married,Bachelors,Student,1351,0,0,Weekly,In-Store,Groceries,5,1941,8,1,6.8,Instagram,1,0,27,43,3,3,9,2,6,0,1,0,0,0,2898
58,Male,American,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,30243,1,0,Weekly,Online,Fashion,12,185,0,1,3.8,Instagram,1,0,19,133,4,3,46,5,9,0,1,0,0,1,4803
20,Female,Jordanian,Ajman,Tier 3,Married,PhD,Employed Full-Time,46847,0,1,Monthly,Online,Fashion,19,811,6,1,5.4,TikTok,0,1,9,175,4,0,16,4,7,0,1,0,0,0,14975
45,Male,Other,Dubai,Tier 1,Married,High School,Student,1370,1,0,Bi-Weekly,Both,Sports,13,1059,1,1,3.0,YouTube,1,0,25,27,9,6,113,6,6,1,0,1,1,0,3308
46,Male,Pakistani,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,6788,0,1,Bi-Weekly,Both,Electronics,16,1679,8,1,4.4,TikTok,0,0,15,127,4,3,47,3,3,1,1,0,0,1,3490
26,Male,British,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,15013,0,0,Rarely,In-Store,Sports,19,2005,8,1,2.7,TikTok,0,0,11,56,4,0,28,0,8,0,1,0,1,0,5833
20,Male,Jordanian,Ajman,Tier 3,Married,Masters,Self-Employed,19941,1,0,Monthly,In-Store,Luxury,10,2709,8,1,1.0,TikTok,1,1,8,104,5,2,28,0,1,1,0,1,0,1,7760
42,Female,Pakistani,Sharjah,Tier 2,Married,High School,Employed Full-Time,10721,1,0,Bi-Weekly,Online,Electronics,12,899,3,0,1.5,Instagram,1,1,2,80,6,7,75,5,4,1,1,0,0,0,3025
51,Female,Indian,Dubai,Tier 1,Married,Masters,Student,768,1,0,Bi-Weekly,In-Store,Electronics,7,2214,5,1,2.7,Twitter X,0,0,0,68,8,3,108,7,1,0,1,0,0,0,4058
29,Female,Other,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,11312,1,1,Weekly,In-Store,Fashion,14,2876,1,0,7.8,Instagram,0,0,4,91,1,0,94,7,7,1,0,0,0,0,6361
59,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Student,981,1,0,Monthly,Both,Fashion,10,2917,2,1,7.7,Facebook,0,1,7,15,5,6,11,6,8,1,0,0,0,1,4040
26,Female,Pakistani,Ajman,Tier 3,Single,Masters,Student,3790,1,0,Weekly,Both,Home and Living,8,2089,5,1,6.7,TikTok,1,0,16,147,9,7,29,5,2,0,1,0,0,1,6281
32,Female,Indian,Dubai,Tier 1,Divorced,Masters,Employed Full-Time,29686,1,0,Monthly,Online,Sports,15,528,0,0,2.2,Snapchat,1,0,0,26,10,4,114,2,4,0,1,0,1,1,6519
57,Female,Emirati,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,23339,0,1,Weekly,Online,Home and Living,16,1360,6,1,3.8,Instagram,0,1,12,173,4,8,56,0,8,1,0,0,0,1,6801
42,Female,Jordanian,Sharjah,Tier 2,Single,Bachelors,Unemployed,1848,1,0,Weekly,In-Store,Groceries,8,585,1,1,3.8,LinkedIn,1,0,5,10,8,6,76,4,5,1,1,0,0,1,3333
22,Male,Egyptian,Sharjah,Tier 2,Married,PhD,Employed Full-Time,31327,1,1,Weekly,In-Store,Beauty,4,2591,7,0,3.4,Instagram,0,0,14,98,9,3,72,6,2,1,0,1,0,1,14916
28,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Part-Time,13534,1,0,Bi-Weekly,Online,Home and Living,17,2502,4,0,0.8,Facebook,1,0,6,102,1,8,57,3,5,1,1,0,1,0,9433
51,Male,Indian,Abu Dhabi,Tier 1,Single,PhD,Employed Part-Time,25479,0,1,Weekly,Both,Electronics,4,2193,6,0,4.5,Twitter X,0,1,29,154,8,5,53,7,8,1,1,1,1,1,5136
41,Male,Filipino,Dubai,Tier 1,Single,Bachelors,Self-Employed,5691,1,0,Weekly,Both,Fashion,11,1570,7,0,1.0,Snapchat,1,1,23,136,8,10,74,0,9,1,0,1,1,1,3389
32,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Self-Employed,13274,0,0,Bi-Weekly,Both,Travel,13,2351,2,1,6.5,TikTok,0,0,7,80,5,7,119,0,6,0,1,1,0,1,7464
55,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,22441,1,1,Daily,Both,Groceries,6,463,5,0,5.7,YouTube,0,1,2,32,10,1,59,1,3,1,1,0,1,0,8248
25,Female,Jordanian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,6904,1,0,Weekly,Both,Luxury,14,1706,8,0,3.1,Instagram,1,0,14,21,2,4,35,0,3,1,1,0,0,1,1879
22,Female,Emirati,Dubai,Tier 1,Married,High School,Student,3534,1,1,Weekly,Both,Fashion,7,2681,3,1,5.4,YouTube,1,0,3,96,7,2,52,0,0,0,1,0,0,0,4146
43,Female,Indian,Sharjah,Tier 2,Married,Masters,Self-Employed,15948,1,0,Monthly,Both,Electronics,12,1444,9,0,2.2,Instagram,0,0,8,45,5,4,36,4,2,0,1,0,0,1,4253
35,Male,British,Dubai,Tier 1,Single,Masters,Employed Part-Time,24693,1,0,Bi-Weekly,Online,Beauty,1,2673,6,1,2.5,TikTok,1,1,10,12,5,7,77,6,8,1,1,0,1,1,9445
23,Male,Indian,Abu Dhabi,Tier 1,Single,Diploma,Unemployed,1898,1,1,Monthly,Online,Travel,10,2340,0,0,2.9,Instagram,0,0,20,176,6,5,58,0,0,1,1,1,1,1,6865
54,Male,Jordanian,Dubai,Tier 1,Married,High School,Self-Employed,22764,1,0,Weekly,Online,Luxury,1,688,6,1,6.5,Instagram,1,1,13,103,10,0,116,1,1,0,1,0,1,1,9577
30,Male,American,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,12208,0,0,Weekly,In-Store,Fashion,16,2136,8,0,2.1,Instagram,1,0,26,74,8,6,91,1,1,1,1,1,0,1,4470
45,Male,Lebanese,Dubai,Tier 1,Married,Masters,Student,3747,1,1,Daily,Both,Travel,7,1970,9,1,4.7,Instagram,0,0,29,70,1,9,104,5,7,0,0,0,0,1,2720
22,Male,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,12515,1,0,Rarely,In-Store,Beauty,6,402,7,0,2.0,YouTube,0,1,8,37,3,0,2,1,5,0,1,1,1,1,1770
30,Male,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,6070,0,0,Bi-Weekly,Online,Electronics,18,475,3,1,2.6,Twitter X,0,1,11,112,7,0,28,0,6,1,1,0,0,1,2712
34,Female,Indian,Dubai,Tier 1,Single,Masters,Employed Full-Time,31694,1,1,Bi-Weekly,Online,Electronics,4,559,2,1,2.3,Instagram,1,0,4,159,9,3,98,5,3,0,1,0,1,0,13814
57,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Self-Employed,16746,1,0,Rarely,Online,Beauty,16,189,6,0,5.3,Instagram,1,0,20,131,10,8,85,2,3,0,1,0,1,1,6751
62,Female,American,Ajman,Tier 3,Married,Bachelors,Unemployed,508,0,1,Weekly,In-Store,Beauty,1,301,0,0,4.5,Facebook,1,0,24,69,2,7,70,2,3,1,1,1,1,0,1479
49,Female,Jordanian,Dubai,Tier 1,Married,PhD,Employed Full-Time,41620,0,1,Weekly,Online,Electronics,2,718,7,1,5.9,TikTok,1,0,5,98,4,9,63,7,5,1,1,0,0,1,8770
46,Male,British,Ajman,Tier 3,Single,High School,Employed Full-Time,21828,1,1,Monthly,Online,Food and Dining,16,366,0,0,2.1,LinkedIn,0,1,18,33,4,2,52,7,3,0,1,0,0,1,3710
20,Male,Other,Dubai,Tier 1,Married,PhD,Employed Part-Time,27663,1,1,Monthly,In-Store,Sports,9,2517,6,1,0.6,Snapchat,1,0,27,36,7,5,60,4,0,1,1,1,1,1,8434
57,Male,American,Sharjah,Tier 2,Married,High School,Self-Employed,23786,1,0,Monthly,In-Store,Luxury,15,2976,5,0,5.6,Facebook,1,1,4,3,5,0,103,7,0,1,0,1,1,0,7767
51,Male,Indian,Dubai,Tier 1,Single,Masters,Self-Employed,28186,0,0,Monthly,Online,Home and Living,16,2846,9,1,1.4,Snapchat,0,0,0,131,5,9,90,6,7,0,1,1,0,0,13493
57,Female,Indian,Ajman,Tier 3,Married,High School,Employed Part-Time,21905,0,0,Bi-Weekly,Both,Home and Living,9,2059,7,0,2.3,Snapchat,1,1,24,106,7,0,36,2,1,0,0,0,1,0,6679
44,Male,British,Sharjah,Tier 2,Single,Masters,Employed Part-Time,21623,1,0,Monthly,In-Store,Groceries,7,2995,5,0,2.8,Instagram,0,0,9,28,2,5,104,4,8,1,1,1,1,1,7773
30,Male,Indian,Dubai,Tier 1,Married,High School,Employed Full-Time,22571,0,1,Bi-Weekly,Online,Sports,10,1102,4,1,6.1,TikTok,0,0,13,137,8,4,82,7,9,1,1,1,0,0,7550
62,Male,Emirati,Dubai,Tier 1,Married,Masters,Employed Full-Time,18319,0,1,Weekly,In-Store,Food and Dining,7,590,8,1,5.2,Instagram,1,1,25,26,6,5,62,4,7,0,1,1,1,1,8486
50,Female,Filipino,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,14985,1,0,Bi-Weekly,Online,Home and Living,13,1173,3,0,1.9,Snapchat,0,1,26,157,5,8,106,5,0,1,1,0,0,1,4579
23,Female,Jordanian,Abu Dhabi,Tier 1,Single,High School,Student,4624,0,0,Monthly,Online,Groceries,2,1393,6,0,5.0,TikTok,0,1,22,10,1,4,116,1,9,1,1,1,1,1,3222
41,Female,Emirati,Dubai,Tier 1,Single,Masters,Employed Full-Time,22202,1,1,Monthly,Both,Fashion,12,619,5,1,5.8,Twitter X,0,0,16,155,2,1,43,3,7,1,0,0,1,1,7522
36,Male,Lebanese,Dubai,Tier 1,Single,Bachelors,Self-Employed,8940,1,0,Weekly,In-Store,Food and Dining,13,772,9,1,3.4,Instagram,0,1,29,109,6,0,39,4,8,1,1,1,0,1,4207
33,Female,Lebanese,Sharjah,Tier 2,Single,Bachelors,Employed Full-Time,8762,0,1,Daily,In-Store,Fashion,3,1050,5,0,2.3,TikTok,0,0,26,62,6,10,5,6,3,1,1,1,0,1,4764
57,Female,Pakistani,Dubai,Tier 1,Single,High School,Employed Full-Time,5753,1,1,Weekly,Both,Luxury,11,2973,4,0,5.6,Instagram,1,1,10,96,9,1,90,0,6,0,0,0,0,1,6010
45,Female,Emirati,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,9054,1,0,Rarely,Both,Beauty,8,2286,1,1,5.1,Snapchat,1,0,3,146,6,7,75,1,3,1,1,0,0,1,6655
50,Female,Indian,Abu Dhabi,Tier 1,Single,High School,Employed Full-Time,17276,0,1,Weekly,Online,Groceries,11,499,3,0,1.1,LinkedIn,1,0,17,86,1,0,50,0,2,0,1,0,0,0,4844
58,Male,British,Ajman,Tier 3,Married,High School,Employed Full-Time,9781,0,1,Bi-Weekly,Both,Sports,18,2191,0,1,5.5,Twitter X,0,1,18,145,7,5,16,0,0,0,1,1,0,1,5597
30,Female,British,Ras Al Khaimah,Tier 3,Married,Bachelors,Self-Employed,20471,0,0,Bi-Weekly,Both,Fashion,7,2380,8,0,4.2,YouTube,0,0,3,49,3,4,83,7,1,1,1,1,0,0,5725
60,Female,Other,Fujairah,Tier 3,Married,Masters,Employed Full-Time,29024,1,0,Monthly,Online,Beauty,12,2667,8,0,6.2,YouTube,1,0,11,154,8,9,52,2,6,1,0,0,0,1,11224
62,Male,Filipino,Dubai,Tier 1,Married,Bachelors,Self-Employed,6962,1,0,Monthly,Both,Electronics,6,74,7,1,1.9,Twitter X,1,0,13,5,6,10,69,0,5,0,1,1,0,1,2772
42,Male,Indian,Ajman,Tier 3,Married,High School,Employed Full-Time,9413,1,0,Rarely,Online,Sports,10,1889,3,1,2.4,TikTok,0,0,17,73,3,8,71,5,7,1,0,0,0,1,2829
59,Female,Indian,Dubai,Tier 1,Divorced,Diploma,Employed Full-Time,11420,1,1,Bi-Weekly,In-Store,Electronics,15,309,4,0,4.6,Instagram,1,1,25,44,3,3,3,4,2,1,1,0,0,0,4141
53,Male,American,Abu Dhabi,Tier 1,Single,Masters,Employed Full-Time,18294,0,1,Monthly,Both,Electronics,15,2063,0,0,4.1,TikTok,1,1,0,152,8,4,89,6,5,1,1,0,1,0,10029
44,Female,Indian,Abu Dhabi,Tier 1,Married,Bachelors,Unemployed,164,0,0,Weekly,Online,Travel,19,1977,3,0,3.4,YouTube,1,1,26,121,6,4,10,0,5,0,1,0,1,1,4797
55,Female,Indian,Dubai,Tier 1,Married,High School,Employed Full-Time,10910,1,0,Bi-Weekly,Both,Groceries,6,2594,3,0,6.1,TikTok,1,0,19,7,2,10,51,6,1,1,1,1,0,1,5019
24,Female,Pakistani,Ras Al Khaimah,Tier 3,Married,PhD,Employed Full-Time,22432,1,0,Monthly,Both,Fashion,19,1286,4,0,4.7,Instagram,0,0,24,20,3,1,69,0,0,1,1,0,1,1,10641
22,Male,Emirati,Dubai,Tier 1,Married,Bachelors,Student,527,0,0,Weekly,Both,Home and Living,15,2212,1,0,5.8,YouTube,0,0,29,108,6,10,32,7,1,0,1,0,0,1,4865
60,Female,Indian,Sharjah,Tier 2,Married,Bachelors,Employed Full-Time,12815,0,1,Monthly,Online,Beauty,18,501,1,0,1.6,TikTok,1,0,10,147,7,1,96,2,8,0,1,0,0,0,4595
62,Male,Pakistani,Sharjah,Tier 2,Married,Bachelors,Student,515,1,1,Weekly,Online,Groceries,2,749,1,0,6.0,Facebook,0,1,26,64,4,8,5,0,5,1,1,0,0,1,1895
48,Male,Indian,Sharjah,Tier 2,Married,Masters,Employed Full-Time,24334,1,1,Weekly,Both,Travel,7,2869,7,0,4.0,Twitter X,1,0,24,43,8,2,119,4,2,1,0,0,1,0,8194
40,Male,Indian,Dubai,Tier 1,Divorced,Bachelors,Self-Employed,7292,1,0,Weekly,Online,Sports,5,1601,1,0,0.8,LinkedIn,0,0,27,44,3,5,118,4,9,0,1,0,0,1,3906
59,Female,American,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,25114,0,1,Bi-Weekly,In-Store,Fashion,3,1732,5,1,2.3,Twitter X,1,0,24,153,6,3,43,0,6,0,0,0,1,1,5461
27,Male,Lebanese,Sharjah,Tier 2,Single,Masters,Student,2585,1,1,Weekly,Both,Home and Living,6,434,1,0,0.7,LinkedIn,0,0,18,17,7,3,83,4,0,1,0,0,0,1,1836
49,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Part-Time,12353,0,1,Daily,Online,Electronics,6,662,7,1,3.9,Facebook,1,1,0,39,8,4,12,5,7,1,1,0,1,0,6103
60,Female,Lebanese,Abu Dhabi,Tier 1,Married,Masters,Employed Full-Time,14701,1,0,Rarely,Online,Fashion,1,1491,0,1,2.9,TikTok,1,1,0,153,4,4,31,7,9,1,1,0,0,0,8362
47,Female,Indian,Dubai,Tier 1,Divorced,High School,Employed Full-Time,12228,1,0,Rarely,In-Store,Travel,19,2316,1,1,7.9,Facebook,0,0,29,99,5,6,81,5,6,1,1,1,0,1,4361
56,Female,Pakistani,Abu Dhabi,Tier 1,Single,Bachelors,Employed Full-Time,15068,1,0,Daily,Online,Beauty,12,2977,4,0,7.0,LinkedIn,1,1,2,39,6,6,22,4,2,0,1,0,0,0,10434
48,Male,Jordanian,Ajman,Tier 3,Single,Bachelors,Self-Employed,7346,0,0,Bi-Weekly,In-Store,Travel,5,606,5,1,6.7,TikTok,0,0,25,39,1,0,59,2,3,1,1,0,0,1,4194
35,Female,American,Abu Dhabi,Tier 1,Divorced,Bachelors,Employed Full-Time,8054,0,0,Bi-Weekly,Online,Fashion,7,399,8,1,4.3,TikTok,1,1,13,16,9,5,118,6,6,1,1,0,0,0,4245
53,Male,Lebanese,Abu Dhabi,Tier 1,Married,Bachelors,Employed Full-Time,19992,0,1,Weekly,Online,Fashion,8,439,5,1,6.6,TikTok,1,0,7,53,3,3,52,1,3,1,1,1,0,1,3840
19,Female,Indian,Dubai,Tier 1,Single,Bachelors,Employed Part-Time,8200,0,1,Bi-Weekly,Both,Groceries,19,2901,7,1,2.5,Snapchat,0,0,14,106,2,1,47,5,4,0,1,0,0,0,3554
31,Male,Emirati,Abu Dhabi,Tier 1,Married,High School,Employed Full-Time,18491,0,0,Bi-Weekly,In-Store,Groceries,6,2474,6,0,4.7,Instagram,0,0,3,157,7,5,114,1,0,0,1,0,0,0,9163
30,Male,Other,Dubai,Tier 1,Divorced,Bachelors,Employed Full-Time,12527,1,1,Bi-Weekly,In-Store,Sports,15,2968,0,1,3.4,Twitter X,1,0,10,10,4,6,105,3,4,1,1,1,0,1,7137
46,Female,Indian,Dubai,Tier 1,Married,Bachelors,Employed Full-Time,18245,0,1,Monthly,Online,Home and Living,6,2163,1,1,1.8,Instagram,1,0,7,2,4,1,86,7,9,1,1,0,0,1,5941
29,Male,Indian,Abu Dhabi,Tier 1,Married,Masters,Self-Employed,24060,1,1,Bi-Weekly,In-Store,Beauty,9,1192,3,0,1.0,Instagram,0,0,29,141,10,1,49,6,9,1,0,0,0,1,7545
